Order_ID,Customer_ID,Order_Date,Customer_County,Product_Category,Order_Value_KES,Payment_Method,Delivery_Method,Courier_Partner,Package_Weight_Kg,Shipping_Fee_KES,Transit_Time_Days,Fulfillment_Status,Customer_Rating
KE-10360,CUST-5416,2025-08-25,Mombasa,Beauty,14874.0,Credit/Debit Card,Smart Locker,DHL,0.44,513,4.0,Returned,5.0
KE-10361,CUST-5153,2025-06-16,Nairobi,Fashion & Apparel,11321.0,Credit/Debit Card,Boda Boda Last-Mile,G4S,33.21,545,1.0,Returned,3.0
KE-10362,CUST-5047,2025-03-29,Nairobi,Home & Living,6617.0,m-pesa,Home Delivery,Chui Lockers,2.11,325,4.0,Delivered,5.0
KE-10363,CUST-5214,2025-09-02,Mombasa,Fashion & Apparel,23754.0,Cash on Delivery,Boda Boda Last-Mile,Wells Fargo,7.14,606,4.0,Delivered,5.0
KE-10364,CUST-5450,2025-09-09,Kajiado,Beauty,15452.0,COD,Pickup Station,Chui Lockers,8.79,592,6.0,Delayed,
KE-10365,CUST-5484,2025-01-23,Mombasa ,Home & Living,2687.0,COD,Home Delivery,Wells Fargo,2.77,483,2.0,Delayed,1.0
KE-10366,CUST-5037,2025-11-24,kiambu,Groceries,"KSh 13,498",Cash on Delivery,Pickup Station,Wells Fargo,23.49,622,5.0,Delayed,2.0
KE-10367,CUST-5241,2025-05-23,Nairobi,Fashion & Apparel,18019.0,M-Pesa,Pickup Station,Chui Lockers,12.6,185,5.0,Returned,5.0
KE-10368,CUST-5328,2025-12-06,kiambu,Groceries,KSh 652,COD,Pickup Station,Wells Fargo,31.82,166,1.0,Returned,1.0
KE-10369,CUST-5112,2025-02-19,nairobi,Electronics,4028.0,Credit/Debit Card,Boda Boda Last-Mile,Chui Lockers,4.32,515,1.0,Delayed,2.0
KE-10370,CUST-5234,2025-04-23,Machakos,Electronics,7661.0,M-Pesa,Pickup Station,Wells Fargo,33.57,796,6.0,Delivered,3.0
KE-10371,CUST-5089,2025-11-22,Machakos,electrnics,19670.0,Credit/Debit Card,Home Delivery,G4S,0.84,277,6.0,Delivered,1.0
KE-10372,CUST-5070,2025-07-11,kiambu,Electronics,24266.0,Cash on Delivery,Smart Locker,DHL,27.57,574,3.0,Returned,3.0
KE-10373,CUST-5175,2025-05-05,Machakos,Health & Wellness,24076.0,m-pesa,Home Delivery,Sendy,30.46,347,2.0,Delivered,5.0
KE-10374,CUST-5281,2025-04-15,Kajiado,Fashion & Apparel,8525.0,Credit/Debit Card,Pickup Station,Wells Fargo,30.2,518,2.0,Cancelled,
KE-10375,CUST-5221,2025-03-21,Nairobi,Groceries,10337.0,Cash on Delivery,Smart Locker,Chui Lockers,9.98,642,2.0,Delivered,1.0
KE-10376,CUST-5006,2025-09-14,kiambu,Groceries,12727.0,M-Pesa,Home Delivery,Sendy,13.53,348,3.0,Delivered,5.0
KE-10377,CUST-5363,2025-09-08,Nairobi,Groceries,8441.0,M-Pesa,Pickup Station,Wells Fargo,21.23,300,5.0,Delivered,1.0
KE-10378,CUST-5059,2025-02-17,kiambu,Electronics,6687.0,Cash on Delivery,Boda Boda Last-Mile,Local Rider,10.85,241,5.0,Delivered,3.0
KE-10379,CUST-5383,2025-04-18,,Fashion & Apparel,551.0,COD,Boda Boda Last-Mile,G4S,6.26,287,2.0,Cancelled,2.0
KE-10380,CUST-5095,2025-04-13,Mombasa,Health & Wellness,21040.0,M-Pesa,Boda Boda Last-Mile,Sendy,9.76,749,4.0,Delivered,3.0
KE-10381,CUST-5384,2025-01-04,Nairobi,Home & Living,12809.0,COD,Smart Locker,Local Rider,15.09,501,7.0,Delayed,4.0
KE-10382,CUST-5312,2025-01-30,,Health & Wellness,,M-Pesa,Smart Locker,DHL,26.33,612,6.0,Returned,2.0
KE-10383,CUST-5001,2025-11-23,Nairobi,Health & Wellness,24611.0,COD,Home Delivery,Wells Fargo,15.03,637,7.0,Delayed,3.0
KE-10384,CUST-5310,2025-04-10,Uasin Gishu,Beauty,4689.0,Credit/Debit Card,Boda Boda Last-Mile,G4S,31.38,643,2.0,Returned,
KE-10385,CUST-5045,2025-02-24,nairobi,FASHION,9686.0,M-Pesa,Boda Boda Last-Mile,Sendy,27.86,379,7.0,Delivered,4.0
KE-10386,CUST-5466,2025-07-15,kiambu,Fashion & Apparel,10034.0,m-pesa,Home Delivery,Local Rider,12.93,539,1.0,Delivered,4.0
KE-10387,CUST-5216,2025-06-13,nairobi,Home & Living,3992.0,m-pesa,Smart Locker,G4S,17.54,765,6.0,Returned,1.0
KE-10388,CUST-5306,2025-06-13,Nairobi County,Health & Wellness,16172.0,COD,Smart Locker,G4S,28.99,380,1.0,Delayed,
KE-10389,CUST-5200,2025-06-03,nairobi,Home & Living,14342.0,COD,Smart Locker,Wells Fargo,24.4,711,2.0,Delivered,
KE-10390,CUST-5155,2025-08-23,Kisumu,FASHION,7373.0,M-Pesa,Home Delivery,DHL,27.51,535,4.0,Delivered,1.0
KE-10391,CUST-5182,2025-08-31,Nakuru,Home & Living,5368.0,m-pesa,Smart Locker,DHL,20.91,534,7.0,Delayed,
KE-10392,CUST-5195,2025-05-21,Nairobi,Electronics,,Credit/Debit Card,Boda Boda Last-Mile,Wells Fargo,24.31,757,4.0,Delivered,5.0
KE-10393,CUST-5064,2025-02-20,Nakuru,Health & Wellness,13403.0,COD,Home Delivery,G4S,33.8,335,6.0,Delivered,1.0
KE-10394,CUST-5020,2025-03-07,Nairobi County,Health & Wellness,3272.0,Credit/Debit Card,Home Delivery,G4S,10.59,681,3.0,Cancelled,4.0
KE-10395,CUST-5355,2025-06-10,Kiambu,Home & Living,3744.0,m-pesa,Pickup Station,G4S,21.11,517,6.0,Delivered,3.0
KE-10396,CUST-5195,2025-11-29,Nairobi County,Beauty,23257.0,Cash on Delivery,Pickup Station,DHL,13.09,673,4.0,Delayed,4.0
KE-10397,CUST-5013,2025-11-06,Nakuru,Home & Living,11292.0,Cash on Delivery,Pickup Station,Wells Fargo,0.44,377,1.0,Cancelled,
KE-10398,CUST-5448,2025-06-06,Nairobi County,Beauty,9740.0,m-pesa,Boda Boda Last-Mile,G4S,12.15,694,7.0,Delivered,1.0
KE-10399,CUST-5351,2025-09-20,nairobi,Beauty,24270.0,Credit/Debit Card,Boda Boda Last-Mile,G4S,15.42,629,3.0,Returned,2.0
KE-10400,CUST-5156,2025-11-22,kiambu,Health & Wellness,3104.0,Credit/Debit Card,Smart Locker,Local Rider,32.54,160,4.0,Delivered,4.0
KE-10401,CUST-5254,2025-09-21,Nakuru,electrnics,6731.0,Credit/Debit Card,Pickup Station,DHL,23.17,690,1.0,Returned,5.0
KE-10402,CUST-5462,2025-04-26,nairobi,Electronics,12922.0,m-pesa,Home Delivery,Wells Fargo,10.54,0,6.0,Delivered,
KE-10403,CUST-5263,2025-01-19,Kisumu,Electronics,11265.0,m-pesa,Home Delivery,Sendy,15.14,691,2.0,Delivered,2.0
KE-10404,CUST-5393,2025-12-03,Kiambu,Groceries,18077.0,COD,Smart Locker,DHL,15.25,353,3.0,Returned,3.0
KE-10405,CUST-5461,2025-01-17,Kisumu,FASHION,16525.0,Cash on Delivery,Boda Boda Last-Mile,Local Rider,25.44,548,1.0,Delivered,5.0
KE-10406,CUST-5006,2025-12-17,Kiambu,Home & Living,14732.0,COD,Pickup Station,DHL,17.94,267,6.0,Delivered,4.0
KE-10407,CUST-5361,2025-02-22,nairobi,Health & Wellness,21290.0,Cash on Delivery,Pickup Station,Chui Lockers,0.72,202,5.0,Delivered,2.0
KE-10408,CUST-5172,2025-08-07,Machakos,Electronics,9693.0,M-Pesa,Home Delivery,Sendy,23.15,442,5.0,Delayed,3.0
KE-10409,CUST-5171,2025-06-05,Machakos,Health & Wellness,12315.0,Credit/Debit Card,Pickup Station,DHL,9.73,239,2.0,Delivered,5.0
KE-10410,CUST-5495,2025-12-02,Kisumu,Electronics,20783.0,m-pesa,Pickup Station,Sendy,4.56,408,7.0,Delivered,3.0
KE-10411,CUST-5229,2025-11-19,Nairobi County,Home & Living,17010.0,m-pesa,Home Delivery,DHL,6.74,656,7.0,Delayed,5.0
KE-10412,CUST-5196,2025-10-15,Mombasa ,Electronics,-7637,Credit/Debit Card,Smart Locker,Wells Fargo,29.85,424,2.0,Delivered,1.0
KE-10413,CUST-5327,2025-03-17,nairobi,Health & Wellness,8659.0,Cash on Delivery,Smart Locker,Wells Fargo,3.01,712,2.0,Delivered,1.0
KE-10414,CUST-5320,2025-01-06,Mombasa ,Electronics,19612.0,Cash on Delivery,Pickup Station,Chui Lockers,7.8,745,7.0,Delivered,
KE-10415,CUST-5371,2025-08-11,Nairobi County,Groceries,6270.0,,Pickup Station,G4S,28.63,342,1.0,Returned,4.0
KE-10416,CUST-5051,2025-09-27,Nairobi,Groceries,4105.0,M-Pesa,Home Delivery,Wells Fargo,5.08,163,1.0,Returned,3.0
KE-10417,CUST-5436,2025-12-29,Uasin Gishu,Health & Wellness,11370.0,Cash on Delivery,Home Delivery,Sendy,28.89,453,,Delivered,1.0
KE-10418,CUST-5116,2025-08-07,Mombasa ,Beauty,23924.0,M-Pesa,Smart Locker,Wells Fargo,2.76,519,1.0,Delivered,4.0
KE-10419,CUST-5271,2025-06-21,nairobi,Beauty,9904.0,Cash on Delivery,Home Delivery,Sendy,30.17,300,4.0,Delayed,1.0
KE-10420,CUST-5057,2025-10-23,nairobi,Fashion & Apparel,13116.0,COD,Smart Locker,G4S,28.09,401,5.0,Cancelled,5.0
KE-10421,CUST-5420,2025-04-28,kiambu,Health & Wellness,,M-Pesa,Boda Boda Last-Mile,G4S,32.24,507,7.0,Delivered,4.0
KE-10422,CUST-5073,2025-10-10,Mombasa,Fashion & Apparel,5015.0,M-Pesa,Boda Boda Last-Mile,Wells Fargo,1.99,745,7.0,Delivered,3.0
KE-10423,CUST-5072,10/02/2025,kiambu,Fashion & Apparel,5091.0,COD,Boda Boda Last-Mile,DHL,24.36,309,6.0,Cancelled,2.0
KE-10424,CUST-5005,2025-07-22,Kisumu,Health & Wellness,19245.0,m-pesa,Home Delivery,Local Rider,13.28,366,1.0,Returned,5.0
KE-10425,CUST-5309,2025-02-09,Kiambu,Groceries,5900.0,Cash on Delivery,Home Delivery,Wells Fargo,21.15,178,2.0,Cancelled,1.0
KE-10426,CUST-5387,2025-06-08,Nairobi,Electronics,"KSh 19,007",COD,Smart Locker,Sendy,35kg,515,4.0,Delayed,
KE-10427,CUST-5182,2025-03-08,kiambu,Home & Living,"KSh 5,421",COD,Home Delivery,Wells Fargo,5.73,230,1.0,Delivered,
KE-10428,CUST-5334,2025-03-14,Nakuru,Beauty,17647.0,Cash on Delivery,Boda Boda Last-Mile,Sendy,31.18,546,5.0,Cancelled,
KE-10429,CUST-5254,2025-02-19,Mombasa ,Health & Wellness,3356.0,Cash on Delivery,Smart Locker,Local Rider,12.78,333,4.0,Delivered,4.0
KE-10430,CUST-5332,2025-03-13,Kisumu,Health & Wellness,13903.0,Cash on Delivery,Smart Locker,Wells Fargo,3.01,610,6.0,Delivered,
KE-10431,CUST-5404,2025-05-06,nairobi,FASHION,19182.0,COD,Smart Locker,Chui Lockers,16.45,626,2.0,Delayed,4.0
KE-10432,CUST-5102,2025-07-25,Uasin Gishu,Beauty,4246.0,COD,Pickup Station,Wells Fargo,19.93,539,7.0,Delayed,2.0
KE-10433,CUST-5027,2025-04-19,Machakos,FASHION,3239.0,COD,Pickup Station,DHL,31.27,205,4.0,Delivered,2.0
KE-10434,CUST-5178,2025-08-03,nairobi,Groceries,23204.0,Credit/Debit Card,Pickup Station,Wells Fargo,23.28,0,4.0,Delivered,1.0
KE-10435,CUST-5405,2025-12-12,Nairobi,Health & Wellness,21284.0,m-pesa,Pickup Station,Chui Lockers,24.41,765,3.0,Returned,5.0
KE-10436,CUST-5489,2025-01-08,Mombasa ,Home & Living,4587.0,COD,Boda Boda Last-Mile,Local Rider,34.1,330,3.0,Cancelled,4.0
KE-10437,CUST-5195,2025-05-26,kiambu,Beauty,3751.0,M-Pesa,Boda Boda Last-Mile,Sendy,17.42,707,4.0,Returned,3.0
KE-10438,CUST-5436,2025-08-04,Nakuru,Fashion & Apparel,4577.0,,Smart Locker,G4S,17.81,420,7.0,Delivered,4.0
KE-10439,CUST-5016,,Kiambu,Home & Living,20159.0,COD,Boda Boda Last-Mile,G4S,21.61,202,5.0,Delayed,
KE-10440,CUST-5088,2025-07-26,kiambu,Beauty,17023.0,Cash on Delivery,Pickup Station,Wells Fargo,7.21,0,,Returned,5.0
KE-10441,CUST-5471,2025-02-10,Kajiado,Groceries,12234.0,m-pesa,Pickup Station,DHL,27.32,416,3.0,Delivered,
KE-10442,CUST-5296,2025-02-22,Nairobi County,FASHION,6418.0,m-pesa,Boda Boda Last-Mile,Sendy,14.54,790,6.0,Returned,4.0
KE-10443,CUST-5413,24/03/2025,nairobi,Beauty,1530.0,Credit/Debit Card,Home Delivery,G4S,18.31,274,1.0,Delivered,2.0
KE-10444,CUST-5443,2025-07-06,Kiambu,Electronics,4647.0,Cash on Delivery,Smart Locker,Chui Lockers,26.11,674,2.0,Returned,3.0
KE-10445,CUST-5492,2025-07-21,Uasin Gishu,Health & Wellness,24160.0,Cash on Delivery,Home Delivery,Local Rider,13.47,511,6.0,Delivered,5.0
KE-10446,CUST-5129,2025-10-28,Machakos,Home & Living,1481.0,m-pesa,Home Delivery,G4S,23.03,471,3.0,Delivered,4.0
KE-10447,CUST-5290,2025-06-14,kiambu,Fashion & Apparel,3872.0,M-Pesa,Boda Boda Last-Mile,DHL,26.49,477,1.0,Delivered,4.0
KE-10448,CUST-5061,2025-03-05,Uasin Gishu,Home & Living,1084.0,COD,Boda Boda Last-Mile,Sendy,31.36,190,1.0,Delayed,
KE-10449,CUST-5154,2025-05-21,Nairobi County,FASHION,2042.0,M-Pesa,Home Delivery,Sendy,7.92,292,3.0,Delivered,2.0
KE-10450,CUST-5045,2025-04-08,Nakuru,Beauty,9009.0,Cash on Delivery,Smart Locker,DHL,21.48,426,2.0,Delivered,2.0
KE-10451,CUST-5385,2025-10-27,kiambu,Beauty,17788.0,Cash on Delivery,Boda Boda Last-Mile,G4S,3.3,234,7.0,Returned,2.0
KE-10452,CUST-5355,2025-02-09,,Fashion & Apparel,13117.0,Credit/Debit Card,Smart Locker,Wells Fargo,24.83,666,2.0,Delayed,5.0
KE-10453,CUST-5262,2025-04-14,Mombasa ,Beauty,19415.0,M-Pesa,Boda Boda Last-Mile,G4S,9.41,693,3.0,Delivered,4.0
KE-10454,CUST-5108,2025-03-19,Kiambu,FASHION,2110.0,Cash on Delivery,Pickup Station,Local Rider,9.73,681,6.0,Delivered,2.0
KE-10455,CUST-5058,2025-01-28,Mombasa,Electronics,20823.0,m-pesa,Smart Locker,Chui Lockers,7.28,505,6.0,Delivered,2.0
KE-10456,CUST-5257,2025-12-25,Kajiado,FASHION,5960.0,M-Pesa,Boda Boda Last-Mile,Wells Fargo,0.83,228,7.0,Delayed,5.0
KE-10457,CUST-5000,2025-09-08,Nairobi,Home & Living,10024.0,m-pesa,Home Delivery,Wells Fargo,28.16,652,5.0,Delivered,4.0
KE-10458,CUST-5006,2025-06-30,Nakuru,Health & Wellness,20021.0,M-Pesa,Boda Boda Last-Mile,G4S,23.11,0,5.0,Delivered,2.0
KE-10459,CUST-5381,2025-02-15,Machakos,FASHION,22742.0,Credit/Debit Card,Smart Locker,Wells Fargo,13.75,432,1.0,Cancelled,1.0
KE-10460,CUST-5221,2025-08-21,Kiambu,Electronics,22963.0,Cash on Delivery,Pickup Station,Wells Fargo,17.09,0,1.0,Delivered,1.0
KE-10461,CUST-5250,,Kiambu,Electronics,5012.0,Credit/Debit Card,Home Delivery,DHL,9.55,351,,Delivered,2.0
KE-10462,CUST-5415,2025-12-14,Nairobi County,FASHION,6178.0,Credit/Debit Card,Pickup Station,Wells Fargo,4.84,458,3.0,Cancelled,2.0
KE-10463,CUST-5192,2025-08-12,Kajiado,Beauty,15847.0,,Home Delivery,Chui Lockers,3.19,459,5.0,Cancelled,5.0
KE-10464,CUST-5449,2025-05-31,nairobi,Electronics,17474.0,M-Pesa,Home Delivery,Wells Fargo,19.83,212,5.0,Delivered,
KE-10465,CUST-5104,2025-09-22,Kisumu,Beauty,5571.0,M-Pesa,Pickup Station,Sendy,2.44,273,2.0,Cancelled,4.0
KE-10466,CUST-5200,2025-01-29,Kisumu,Health & Wellness,18414.0,Credit/Debit Card,Pickup Station,DHL,0.86,396,6.0,Delayed,3.0
KE-10467,CUST-5148,2025-12-08,Kiambu,Groceries,4017.0,Cash on Delivery,Boda Boda Last-Mile,Sendy,20.36,784,3.0,Returned,4.0
KE-10468,CUST-5141,2025-01-05,Nakuru,Beauty,17311.0,Credit/Debit Card,Pickup Station,Wells Fargo,27.5,553,7.0,Delayed,5.0
KE-10469,CUST-5337,2025-04-03,Machakos,Fashion & Apparel,19795.0,COD,Home Delivery,DHL,5.66,258,6.0,Returned,2.0
KE-10470,CUST-5053,2025-03-31,kiambu,Electronics,"KSh 4,251",M-Pesa,Smart Locker,Local Rider,35kg,328,6.0,Returned,5.0
KE-10471,CUST-5284,2025-04-13,Machakos,Fashion & Apparel,14723.0,,Home Delivery,G4S,1.26,155,4.0,Delivered,2.0
KE-10472,CUST-5349,2025-11-25,Mombasa,Groceries,12181.0,M-Pesa,Boda Boda Last-Mile,Sendy,19.96,679,1.0,Cancelled,3.0
KE-10473,CUST-5011,2025-04-25,Mombasa ,FASHION,5672.0,Credit/Debit Card,Smart Locker,Chui Lockers,21.69,263,,Delayed,3.0
KE-10474,CUST-5102,2025-06-21,Mombasa,Beauty,22236.0,Credit/Debit Card,Home Delivery,Wells Fargo,34.34,762,1.0,Delivered,3.0
KE-10475,CUST-5370,2025-01-22,Mombasa,Groceries,"KSh 7,963",,Pickup Station,Local Rider,21.32,168,1.0,Delivered,4.0
KE-10476,CUST-5359,2025-08-07,Nairobi County,FASHION,11743.0,,Boda Boda Last-Mile,DHL,26.36,699,999.0,Returned,2.0
KE-10477,CUST-5416,2025-01-30,nairobi,FASHION,21969.0,COD,Home Delivery,DHL,2.78,706,6.0,Delivered,4.0
KE-10478,CUST-5365,2025-06-04,Mombasa ,Fashion & Apparel,9266.0,Cash on Delivery,Boda Boda Last-Mile,Wells Fargo,2.84,683,6.0,Returned,2.0
KE-10479,CUST-5018,2025-05-01,Kisumu,Electronics,1606.0,M-Pesa,Boda Boda Last-Mile,Chui Lockers,0.76,0,2.0,Cancelled,1.0
KE-10480,CUST-5338,,Kiambu,Home & Living,11517.0,Credit/Debit Card,Home Delivery,Wells Fargo,25.43,587,6.0,Cancelled,4.0
KE-10481,CUST-5487,2025-12-14,Nakuru,Home & Living,17503.0,m-pesa,Home Delivery,Wells Fargo,28.01,237,7.0,Delayed,1.0
KE-10482,CUST-5315,2025-05-21,Machakos,electrnics,10556.0,m-pesa,Home Delivery,Chui Lockers,0.41,517,7.0,Cancelled,1.0
KE-10483,CUST-5141,2025-11-09,Kisumu,Health & Wellness,9004.0,m-pesa,Home Delivery,G4S,4.09,668,5.0,Delivered,1.0
KE-10484,CUST-5487,2026-01-01,Nairobi,Health & Wellness,18209.0,M-Pesa,Home Delivery,Local Rider,2.8,734,7.0,Delayed,3.0
KE-10485,CUST-5073,2025-01-13,Kiambu,Beauty,10135.0,m-pesa,Home Delivery,Sendy,21.36,673,6.0,Delivered,2.0
KE-10486,CUST-5193,,Kajiado,Health & Wellness,3070.0,Credit/Debit Card,Boda Boda Last-Mile,Local Rider,25.68,690,5.0,Delayed,3.0
KE-10487,CUST-5137,2025-04-10,Mombasa,Health & Wellness,12360.0,m-pesa,Boda Boda Last-Mile,Wells Fargo,2.88,228,6.0,Delayed,2.0
KE-10488,CUST-5291,2025-03-06,kiambu,Beauty,9028.0,COD,Pickup Station,Local Rider,17.35,352,999.0,Delivered,4.0
KE-10489,CUST-5134,2025-10-11,Nairobi County,Electronics,1284.0,Credit/Debit Card,Boda Boda Last-Mile,Wells Fargo,4.55,397,1.0,Delivered,5.0
KE-10490,CUST-5311,2025-11-12,Nairobi County,FASHION,13898.0,COD,Pickup Station,DHL,26.83,671,1.0,Returned,4.0
KE-10491,CUST-5194,2025-06-14,Uasin Gishu,Health & Wellness,10243.0,Credit/Debit Card,Boda Boda Last-Mile,Wells Fargo,11.37,332,1.0,Returned,2.0
KE-10492,CUST-5220,2025-09-23,Kiambu,FASHION,9932.0,Cash on Delivery,Smart Locker,Local Rider,26.4,435,2.0,Delivered,1.0
KE-10493,CUST-5306,2025-01-21,,Health & Wellness,12609.0,COD,Boda Boda Last-Mile,Wells Fargo,32.14,272,4.0,Delivered,3.0
KE-10494,CUST-5374,2025-12-09,Nairobi County,Fashion & Apparel,11218.0,Credit/Debit Card,Home Delivery,DHL,24.11,189,6.0,Cancelled,
KE-10495,CUST-5428,,Machakos,Fashion & Apparel,12827.0,COD,Pickup Station,DHL,17.44,800,5.0,Delivered,4.0
KE-10496,CUST-5034,2025-09-09,nairobi,Beauty,12961.0,Credit/Debit Card,Pickup Station,Wells Fargo,29.44,646,6.0,Delayed,3.0
KE-10497,CUST-5049,2025-04-23,Mombasa ,Groceries,22206.0,M-Pesa,Boda Boda Last-Mile,DHL,4.57,650,6.0,Cancelled,2.0
KE-10498,CUST-5455,2025-07-29,Mombasa ,Groceries,14981.0,COD,Smart Locker,DHL,28.67,569,2.0,Delivered,5.0
KE-10499,CUST-5312,2025-06-18,,Groceries,23592.0,M-Pesa,Pickup Station,Wells Fargo,18.79,698,6.0,Delivered,3.0
KE-10500,CUST-5211,2025-04-21,Nairobi,Electronics,17754.0,m-pesa,Home Delivery,G4S,22.14,184,1.0,Delayed,2.0
KE-10501,CUST-5418,2025-05-19,Nakuru,Health & Wellness,"KSh 1,160",Credit/Debit Card,Pickup Station,Sendy,25.78,348,7.0,Cancelled,
KE-10502,CUST-5011,2025-06-04,Mombasa ,Home & Living,10043.0,Cash on Delivery,Pickup Station,Chui Lockers,0.7,553,7.0,Delivered,5.0
KE-10503,CUST-5499,2025-01-13,Kiambu,Electronics,11393.0,Credit/Debit Card,Boda Boda Last-Mile,Local Rider,8.82,781,5.0,Delivered,1.0
KE-10504,CUST-5392,2025-09-10,Kiambu,Electronics,19024.0,m-pesa,Boda Boda Last-Mile,Local Rider,17.54,391,6.0,Returned,
KE-10505,CUST-5041,2025-02-23,nairobi,Fashion & Apparel,4480.0,M-Pesa,Boda Boda Last-Mile,G4S,21.95,293,,Delivered,4.0
KE-10506,CUST-5150,2025-12-13,Kiambu,Fashion & Apparel,17645.0,Cash on Delivery,Smart Locker,Chui Lockers,16.25,288,,Delayed,2.0
KE-10507,CUST-5076,2025-08-29,Mombasa ,Fashion & Apparel,18120.0,Credit/Debit Card,Smart Locker,DHL,19.61,0,2.0,Delayed,5.0
KE-10508,CUST-5373,2025-06-06,Mombasa ,Beauty,3038.0,m-pesa,Home Delivery,G4S,27.91,542,7.0,Returned,5.0
KE-10509,CUST-5342,31/08/2025,Mombasa,Electronics,20649.0,Cash on Delivery,Home Delivery,G4S,17.96,633,5.0,Delayed,4.0
KE-10510,CUST-5396,2025-07-17,Nakuru,Electronics,7509.0,m-pesa,Boda Boda Last-Mile,Chui Lockers,24.36,273,4.0,Delivered,4.0
KE-10511,CUST-5394,2025-12-10,Uasin Gishu,Fashion & Apparel,6365.0,Cash on Delivery,Home Delivery,Local Rider,10.93,527,5.0,Delivered,
KE-10512,CUST-5140,2025-11-25,Kajiado,FASHION,19249.0,Credit/Debit Card,Boda Boda Last-Mile,G4S,16.62,708,1.0,Returned,2.0
KE-10513,CUST-5361,2025-04-01,kiambu,Electronics,21388.0,Cash on Delivery,Pickup Station,DHL,35kg,474,2.0,Delivered,5.0
KE-10514,CUST-5007,2025-12-07,Machakos,Fashion & Apparel,16933.0,M-Pesa,Pickup Station,DHL,17.74,153,5.0,Cancelled,
KE-10515,CUST-5044,2025-10-17,Nairobi County,Electronics,19870.0,M-Pesa,Smart Locker,Chui Lockers,2.94,402,6.0,Delivered,
KE-10516,CUST-5386,2025-03-09,Mombasa ,Fashion & Apparel,14065.0,m-pesa,Smart Locker,DHL,15.44,513,3.0,Returned,
KE-10517,CUST-5425,,Uasin Gishu,Home & Living,23509.0,Cash on Delivery,Smart Locker,Sendy,18.01,373,1.0,Returned,2.0
KE-10518,CUST-5243,2025-03-13,Uasin Gishu,Home & Living,11063.0,M-Pesa,Boda Boda Last-Mile,Wells Fargo,11.85,341,3.0,Delivered,4.0
KE-10519,CUST-5414,2025-11-12,kiambu,Groceries,8776.0,COD,Pickup Station,Local Rider,3.86,425,4.0,Delivered,3.0
KE-10520,CUST-5453,2025-11-02,Mombasa,Home & Living,4756.0,M-Pesa,Pickup Station,Wells Fargo,16.11,150,2.0,Delivered,2.0
KE-10521,CUST-5120,2025-04-15,nairobi,Health & Wellness,662.0,COD,Boda Boda Last-Mile,DHL,13.23,398,1.0,Delivered,4.0
KE-10522,CUST-5395,2025-06-17,Kajiado,Home & Living,2848.0,M-Pesa,Pickup Station,G4S,12.98,151,7.0,Delivered,2.0
KE-10523,CUST-5255,2025-04-07,Nairobi County,Beauty,5439.0,M-Pesa,Boda Boda Last-Mile,G4S,5.81,258,1.0,Returned,4.0
KE-10524,CUST-5411,2025-01-07,Nakuru,electrnics,21924.0,Cash on Delivery,Home Delivery,Local Rider,28.27,664,4.0,Delivered,1.0
KE-10525,CUST-5402,2025-04-02,kiambu,Electronics,11546.0,Credit/Debit Card,Boda Boda Last-Mile,Chui Lockers,1.79,274,4.0,Returned,3.0
KE-10526,CUST-5129,2025-08-06,Nairobi,Fashion & Apparel,"KSh 14,166",Cash on Delivery,Home Delivery,Local Rider,4.0,694,2.0,Delivered,
KE-10527,CUST-5074,2025-11-21,Kiambu,Beauty,24508.0,Cash on Delivery,Pickup Station,Local Rider,34.19,253,6.0,Returned,3.0
KE-10528,CUST-5216,,Kajiado,Beauty,3097.0,m-pesa,Smart Locker,Local Rider,18.04,399,1.0,Delayed,3.0
KE-10529,CUST-5382,2025-12-19,Machakos,Groceries,-22723,,Boda Boda Last-Mile,DHL,4.63,763,6.0,Delivered,
KE-10530,CUST-5166,2025-04-24,Kajiado,Groceries,21300.0,,Smart Locker,Wells Fargo,12.19,623,4.0,Returned,4.0
KE-10531,CUST-5130,,Uasin Gishu,Beauty,11814.0,Cash on Delivery,Smart Locker,Chui Lockers,35kg,789,5.0,Delivered,3.0
KE-10532,CUST-5284,2025-09-09,Nakuru,Home & Living,4546.0,Credit/Debit Card,Pickup Station,DHL,34.26,510,4.0,Delivered,
KE-10533,CUST-5054,2025-12-07,Machakos,Home & Living,7876.0,COD,Pickup Station,Chui Lockers,10.17,492,6.0,Delayed,5.0
KE-10534,CUST-5334,2025-08-03,,Fashion & Apparel,20813.0,COD,Smart Locker,Local Rider,8.82,633,3.0,Returned,4.0
KE-10535,CUST-5282,2025-09-19,nairobi,Beauty,6241.0,m-pesa,Home Delivery,G4S,20.26,767,2.0,Cancelled,
KE-10536,CUST-5056,2025-11-06,nairobi,Beauty,725.0,Credit/Debit Card,Boda Boda Last-Mile,Sendy,27.43,700,7.0,Returned,1.0
KE-10537,CUST-5224,2025-09-04,kiambu,Beauty,12407.0,COD,Home Delivery,Sendy,5.19,743,1.0,Returned,3.0
KE-10538,CUST-5072,2025-05-05,Nairobi County,Beauty,23735.0,Cash on Delivery,Smart Locker,Chui Lockers,24.51,0,2.0,Delivered,3.0
KE-10539,CUST-5288,2025-07-05,Kajiado,Beauty,23866.0,m-pesa,Smart Locker,Chui Lockers,9.08,366,2.0,Returned,5.0
KE-10540,CUST-5381,2025-09-22,nairobi,Beauty,16919.0,COD,Boda Boda Last-Mile,G4S,16.99,216,3.0,Cancelled,
